,antecedents,consequents,support,confidence,lift
1045,"term_ 36 months, grade_A","fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.058,0.322,5.374
624,"fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, grade_A",0.056,0.322,2.691
1068,"term_ 36 months, grade_A","last_fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.058,0.32,5.126
79,int_rate_bin_Very Low (<8%),"home_ownership_RENT, grade_A",0.054,0.319,5.122
113,grade_A,"fico_range_low_bin_High, loan_status_Current",0.061,0.318,2.222
487,grade_A,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid",0.061,0.318,2.137
263,int_rate_bin_Medium (12-16%),"grade_C, loan_status_Current",0.093,0.318,2.807
688,"term_ 36 months, grade_B","last_fico_range_low_bin_Medium, int_rate_bin_Low (8-12%)",0.075,0.317,3.191
525,"grade_A, int_rate_bin_Very Low (<8%)","fico_range_low_bin_High, dti_bin_Low (10-20)",0.053,0.316,2.483
341,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, dti_bin_Low (10-20)",0.053,0.315,2.48
531,int_rate_bin_Very Low (<8%),"fico_range_low_bin_High, dti_bin_Low (10-20), grade_A",0.053,0.315,5.359
689,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, last_fico_range_low_bin_Medium",0.075,0.315,3.158
622,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","fico_range_low_bin_High, grade_A",0.056,0.314,2.395
212,grade_B,"fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.092,0.314,2.945
213,int_rate_bin_Low (8-12%),"fico_range_low_bin_High, grade_B",0.092,0.313,3.133
580,grade_A,"fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.06,0.313,5.218
502,"term_ 36 months, fico_range_low_bin_High","home_ownership_MORTGAGE, grade_A",0.07,0.312,2.906
101,int_rate_bin_Very Low (<8%),"installment_bin_High, grade_A",0.053,0.312,5.219
457,"term_ 36 months, int_rate_bin_Very Low (<8%)","installment_bin_High, grade_A",0.05,0.312,5.219
205,grade_B,"fico_range_low_bin_Low, int_rate_bin_Low (8-12%)",0.091,0.31,3.151
413,int_rate_bin_Very Low (<8%),"term_ 36 months, home_ownership_RENT, grade_A",0.052,0.31,5.142
636,grade_B,"term_ 36 months, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.091,0.31,3.026
204,int_rate_bin_Low (8-12%),"fico_range_low_bin_Low, grade_B",0.091,0.31,3.049
318,int_rate_bin_High (16-20%),"home_ownership_MORTGAGE, grade_D",0.051,0.31,4.805
637,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, dti_bin_Low (10-20)",0.091,0.309,3.04
438,"term_ 36 months, grade_A","int_rate_bin_Very Low (<8%), installment_bin_Low",0.056,0.309,5.328
884,grade_C,"term_ 36 months, fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.089,0.309,2.962
1008,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","fico_range_low_bin_High, loan_status_Fully Paid",0.055,0.308,2.068
106,grade_A,"fico_range_low_bin_High, dti_bin_Low (10-20)",0.059,0.307,2.415
368,"last_fico_range_low_bin_Low, fico_range_low_bin_Low",loan_status_Charged Off,0.061,0.307,2.58
302,grade_C,"int_rate_bin_Medium (12-16%), installment_bin_Low",0.088,0.306,2.966
196,grade_B,"last_fico_range_low_bin_Medium, int_rate_bin_Low (8-12%)",0.09,0.306,3.078
990,"last_fico_range_low_bin_High, term_ 36 months","fico_range_low_bin_High, loan_status_Fully Paid",0.074,0.306,2.053
220,grade_B,"installment_bin_Medium, int_rate_bin_Low (8-12%)",0.09,0.306,3.045
1023,"term_ 36 months, grade_A","last_fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.055,0.306,5.38
197,int_rate_bin_Low (8-12%),"grade_B, last_fico_range_low_bin_Medium",0.09,0.306,3.065
221,int_rate_bin_Low (8-12%),"installment_bin_Medium, grade_B",0.09,0.305,3.022
1167,"grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.305,2.861
676,grade_B,"term_ 36 months, home_ownership_RENT, int_rate_bin_Low (8-12%)",0.089,0.305,3.045
1003,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.305,2.856
1177,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.051,0.305,5.42
1051,grade_A,"term_ 36 months, fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.058,0.304,5.22
677,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, home_ownership_RENT",0.089,0.304,3.026
96,grade_A,"installment_bin_Medium, int_rate_bin_Very Low (<8%)",0.058,0.304,5.212
250,grade_C,"int_rate_bin_Medium (12-16%), term_ 60 months",0.087,0.303,3.071
885,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, fico_range_low_bin_Low",0.089,0.303,2.951
844,grade_C,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Medium (12-16%)",0.087,0.303,2.726
479,"term_ 36 months, grade_A","fico_range_low_bin_High, loan_status_Current",0.055,0.303,2.117
466,"term_ 36 months, grade_A","fico_range_low_bin_High, dti_bin_Low (10-20)",0.055,0.302,2.377
93,grade_A,"installment_bin_Low, int_rate_bin_Very Low (<8%)",0.058,0.302,5.211
732,grade_B,"int_rate_bin_Low (8-12%), term_ 36 months, installment_bin_Low",0.089,0.302,3.066
1074,grade_A,"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.058,0.302,5.22
733,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, installment_bin_Low",0.089,0.302,3.09
621,"last_fico_range_low_bin_High, fico_range_low_bin_High","home_ownership_MORTGAGE, grade_A",0.056,0.301,2.807
448,"term_ 36 months, grade_A","installment_bin_Medium, int_rate_bin_Very Low (<8%)",0.055,0.301,5.163
303,int_rate_bin_Medium (12-16%),"grade_C, installment_bin_Low",0.088,0.301,2.98
128,fico_range_low_bin_High,"last_fico_range_low_bin_High, grade_A",0.095,0.3,2.509
561,int_rate_bin_Very Low (<8%),"loan_status_Fully Paid, home_ownership_MORTGAGE, grade_A",0.051,0.299,5.27
539,"grade_A, int_rate_bin_Very Low (<8%)","last_fico_range_low_bin_High, loan_status_Current",0.05,0.299,2.098
343,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, loan_status_Current",0.05,0.299,2.096
541,int_rate_bin_Very Low (<8%),"last_fico_range_low_bin_High, loan_status_Current, grade_A",0.05,0.298,5.297
698,"term_ 36 months, grade_B","last_fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.071,0.298,2.649
251,int_rate_bin_Medium (12-16%),"grade_C, term_ 60 months",0.087,0.298,2.925
845,int_rate_bin_Medium (12-16%),"loan_status_Fully Paid, term_ 36 months, grade_C",0.087,0.297,3.063
568,grade_A,"last_fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.057,0.296,5.217
459,int_rate_bin_Very Low (<8%),"installment_bin_High, term_ 36 months, grade_A",0.05,0.296,5.253
699,"term_ 36 months, int_rate_bin_Low (8-12%)","last_fico_range_low_bin_High, grade_B",0.071,0.296,2.723
998,"fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.051,0.295,2.738
1172,"fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.051,0.295,2.739
109,grade_A,"last_fico_range_low_bin_High, loan_status_Current",0.056,0.294,2.065
1145,"fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, term_ 36 months, grade_A",0.051,0.294,2.626
629,grade_A,"last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE",0.056,0.293,2.751
709,grade_B,"term_ 36 months, fico_range_low_bin_Low, int_rate_bin_Low (8-12%)",0.086,0.292,3.167
442,grade_A,"term_ 36 months, int_rate_bin_Very Low (<8%), installment_bin_Low",0.056,0.292,5.214
1006,"fico_range_low_bin_High, home_ownership_MORTGAGE","last_fico_range_low_bin_High, loan_status_Current",0.051,0.292,2.048
708,int_rate_bin_Low (8-12%),"term_ 36 months, fico_range_low_bin_Low, grade_B",0.086,0.292,3.05
282,grade_C,"int_rate_bin_Medium (12-16%), last_fico_range_low_bin_Medium",0.084,0.291,2.988
738,"term_ 36 months, grade_B","installment_bin_Medium, int_rate_bin_Low (8-12%)",0.069,0.29,2.886
408,"term_ 36 months, grade_A","home_ownership_RENT, int_rate_bin_Very Low (<8%)",0.052,0.29,5.352
874,"term_ 36 months, grade_C","int_rate_bin_Medium (12-16%), last_fico_range_low_bin_Medium",0.054,0.289,2.964
1028,grade_A,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.055,0.289,5.219
373,fico_range_low_bin_High,"last_fico_range_low_bin_High, loan_status_Current",0.092,0.289,2.026
996,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.051,0.288,2.432
1171,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.051,0.288,2.433
739,"term_ 36 months, int_rate_bin_Low (8-12%)","installment_bin_Medium, grade_B",0.069,0.287,2.846
1144,"last_fico_range_low_bin_High, home_ownership_MORTGAGE","term_ 36 months, fico_range_low_bin_High, grade_A",0.051,0.287,2.336
127,last_fico_range_low_bin_High,"fico_range_low_bin_High, grade_A",0.095,0.286,2.18
483,grade_A,"term_ 36 months, fico_range_low_bin_High, loan_status_Current",0.055,0.286,3.121
103,grade_A,"last_fico_range_low_bin_High, dti_bin_Low (10-20)",0.055,0.286,2.023
283,int_rate_bin_Medium (12-16%),"grade_C, last_fico_range_low_bin_Medium",0.084,0.286,2.9
970,"term_ 36 months, fico_range_low_bin_High","home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.064,0.286,2.994
1096,"term_ 36 months, fico_range_low_bin_High","home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.064,0.286,2.997
552,grade_A,"fico_range_low_bin_High, loan_status_Current, int_rate_bin_Very Low (<8%)",0.055,0.286,5.218
490,"term_ 36 months, fico_range_low_bin_High","loan_status_Fully Paid, grade_A",0.064,0.286,2.924
470,grade_A,"term_ 36 months, fico_range_low_bin_High, dti_bin_Low (10-20)",0.055,0.286,3.158
450,grade_A,"installment_bin_Medium, term_ 36 months, int_rate_bin_Very Low (<8%)",0.055,0.285,5.216
306,grade_C,"installment_bin_Medium, int_rate_bin_Medium (12-16%)",0.082,0.284,2.909
712,"term_ 36 months, grade_B","int_rate_bin_Low (8-12%), fico_range_low_bin_Medium",0.067,0.283,3.177
1143,"term_ 36 months, grade_A","last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.283,2.655
334,"last_fico_range_low_bin_Low, term_ 36 months",loan_status_Charged Off,0.069,0.282,2.375
78,grade_A,"home_ownership_RENT, int_rate_bin_Very Low (<8%)",0.054,0.282,5.208
713,"term_ 36 months, int_rate_bin_Low (8-12%)","grade_B, fico_range_low_bin_Medium",0.067,0.281,3.051
680,"term_ 36 months, grade_B","last_fico_range_low_bin_Low, int_rate_bin_Low (8-12%)",0.066,0.28,3.418
307,int_rate_bin_Medium (12-16%),"installment_bin_Medium, grade_C",0.082,0.279,2.95
518,fico_range_low_bin_High,"last_fico_range_low_bin_High, term_ 36 months, grade_A",0.089,0.279,2.494
529,grade_A,"fico_range_low_bin_High, dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.053,0.278,5.218
681,"term_ 36 months, int_rate_bin_Low (8-12%)","last_fico_range_low_bin_Low, grade_B",0.066,0.278,3.263
258,grade_C,"dti_bin_Medium (20-30), int_rate_bin_Medium (12-16%)",0.08,0.278,2.974
834,"term_ 36 months, grade_C","dti_bin_Medium (20-30), int_rate_bin_Medium (12-16%)",0.051,0.277,2.968
875,"term_ 36 months, int_rate_bin_Medium (12-16%)","grade_C, last_fico_range_low_bin_Medium",0.054,0.277,2.804
456,"term_ 36 months, grade_A","installment_bin_High, int_rate_bin_Very Low (<8%)",0.05,0.277,5.241
995,"last_fico_range_low_bin_High, fico_range_low_bin_High","home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.276,2.893
1175,"last_fico_range_low_bin_High, fico_range_low_bin_High","home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.051,0.276,2.897
100,grade_A,"installment_bin_High, int_rate_bin_Very Low (<8%)",0.053,0.275,5.213
1146,"last_fico_range_low_bin_High, fico_range_low_bin_High","term_ 36 months, home_ownership_MORTGAGE, grade_A",0.051,0.275,2.751
412,grade_A,"term_ 36 months, home_ownership_RENT, int_rate_bin_Very Low (<8%)",0.052,0.274,5.212
362,fico_range_low_bin_High,"last_fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.087,0.274,2.54
615,fico_range_low_bin_High,"last_fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.087,0.274,2.541
208,grade_B,"int_rate_bin_Low (8-12%), fico_range_low_bin_Medium",0.08,0.273,3.068
209,int_rate_bin_Low (8-12%),"grade_B, fico_range_low_bin_Medium",0.08,0.273,2.966
259,int_rate_bin_Medium (12-16%),"dti_bin_Medium (20-30), grade_C",0.08,0.273,2.944
294,grade_C,"int_rate_bin_Medium (12-16%), fico_range_low_bin_Medium",0.078,0.272,2.888
310,grade_C,"installment_bin_High, int_rate_bin_Medium (12-16%)",0.078,0.272,2.965
1176,grade_A,"last_fico_range_low_bin_High, fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.269,5.22
1149,grade_A,"last_fico_range_low_bin_High, term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE",0.051,0.267,3.657
295,int_rate_bin_Medium (12-16%),"grade_C, fico_range_low_bin_Medium",0.078,0.267,2.924
311,int_rate_bin_Medium (12-16%),"installment_bin_High, grade_C",0.078,0.267,2.906
463,grade_A,"last_fico_range_low_bin_High, term_ 36 months, dti_bin_Low (10-20)",0.051,0.266,2.575
517,last_fico_range_low_bin_High,"term_ 36 months, fico_range_low_bin_High, grade_A",0.089,0.266,2.165
832,"term_ 36 months, int_rate_bin_Medium (12-16%)","dti_bin_Medium (20-30), grade_C",0.051,0.265,2.864
860,grade_C,"term_ 36 months, int_rate_bin_Medium (12-16%), home_ownership_RENT",0.076,0.264,2.893
560,grade_A,"loan_status_Fully Paid, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.264,5.214
475,grade_A,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Current",0.05,0.263,2.886
540,grade_A,"last_fico_range_low_bin_High, loan_status_Current, int_rate_bin_Very Low (<8%)",0.05,0.263,5.218
652,grade_B,"term_ 36 months, loan_status_Current, int_rate_bin_Low (8-12%)",0.077,0.262,3.018
653,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, loan_status_Current",0.077,0.262,3.22
497,"last_fico_range_low_bin_High, term_ 36 months","home_ownership_MORTGAGE, grade_A",0.063,0.262,2.438
458,grade_A,"installment_bin_High, term_ 36 months, int_rate_bin_Very Low (<8%)",0.05,0.261,5.217
361,last_fico_range_low_bin_High,"fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.087,0.261,2.203
614,last_fico_range_low_bin_High,"fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.087,0.261,2.203
956,"term_ 36 months, fico_range_low_bin_High","loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.058,0.261,3.001
1050,"term_ 36 months, fico_range_low_bin_High","loan_status_Fully Paid, grade_A, int_rate_bin_Very Low (<8%)",0.058,0.261,3.006
168,grade_B,"dti_bin_Medium (20-30), int_rate_bin_Low (8-12%)",0.076,0.26,3.065
169,int_rate_bin_Low (8-12%),"dti_bin_Medium (20-30), grade_B",0.076,0.26,3.043
861,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, home_ownership_RENT",0.076,0.26,2.949
640,"term_ 36 months, grade_B","dti_bin_Medium (20-30), int_rate_bin_Low (8-12%)",0.061,0.259,3.053
868,grade_C,"last_fico_range_low_bin_Low, term_ 36 months, int_rate_bin_Medium (12-16%)",0.074,0.259,2.924
641,"term_ 36 months, int_rate_bin_Low (8-12%)","dti_bin_Medium (20-30), grade_B",0.061,0.257,3.012
986,fico_range_low_bin_High,"last_fico_range_low_bin_High, term_ 36 months, int_rate_bin_Very Low (<8%)",0.081,0.256,2.525
1127,fico_range_low_bin_High,"last_fico_range_low_bin_High, term_ 36 months, grade_A, int_rate_bin_Very Low (<8%)",0.081,0.256,2.526
692,grade_B,"term_ 36 months, last_fico_range_low_bin_Medium, int_rate_bin_Low (8-12%)",0.075,0.256,3.06
693,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, last_fico_range_low_bin_Medium",0.075,0.255,3.069
192,grade_B,"last_fico_range_low_bin_Low, int_rate_bin_Low (8-12%)",0.075,0.255,3.111
224,grade_B,"installment_bin_High, int_rate_bin_Low (8-12%)",0.075,0.255,3.03
193,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_Low, grade_B",0.075,0.255,2.989
869,int_rate_bin_Medium (12-16%),"last_fico_range_low_bin_Low, term_ 36 months, grade_C",0.074,0.254,2.975
225,int_rate_bin_Low (8-12%),"installment_bin_High, grade_B",0.075,0.254,3.034
485,"last_fico_range_low_bin_High, term_ 36 months","loan_status_Fully Paid, grade_A",0.061,0.252,2.58
720,"term_ 36 months, grade_B","fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.059,0.25,2.351
721,"term_ 36 months, int_rate_bin_Low (8-12%)","fico_range_low_bin_High, grade_B",0.059,0.248,2.485
478,"term_ 36 months, fico_range_low_bin_High","loan_status_Current, grade_A",0.055,0.245,2.832
468,"term_ 36 months, fico_range_low_bin_High","dti_bin_Low (10-20), grade_A",0.055,0.244,2.791
985,last_fico_range_low_bin_High,"term_ 36 months, fico_range_low_bin_High, int_rate_bin_Very Low (<8%)",0.081,0.244,2.191
1126,last_fico_range_low_bin_High,"term_ 36 months, fico_range_low_bin_High, grade_A, int_rate_bin_Very Low (<8%)",0.081,0.244,2.191
892,grade_C,"term_ 36 months, int_rate_bin_Medium (12-16%), installment_bin_Low",0.07,0.243,2.939
700,grade_B,"last_fico_range_low_bin_High, term_ 36 months, int_rate_bin_Low (8-12%)",0.071,0.24,2.922
701,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_High, term_ 36 months, grade_B",0.071,0.24,3.082
963,"last_fico_range_low_bin_High, term_ 36 months","home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.058,0.24,2.51
1073,"last_fico_range_low_bin_High, term_ 36 months","home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.058,0.24,2.513
122,fico_range_low_bin_High,"home_ownership_MORTGAGE, grade_A",0.076,0.239,2.226
893,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, installment_bin_Low",0.07,0.239,2.972
1208,"term_ 36 months, grade_B","loan_status_Fully Paid, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.056,0.238,3.163
1209,"term_ 36 months, int_rate_bin_Low (8-12%)","loan_status_Fully Paid, home_ownership_MORTGAGE, grade_B",0.056,0.236,3.085
740,grade_B,"installment_bin_Medium, term_ 36 months, int_rate_bin_Low (8-12%)",0.069,0.234,3.022
232,"grade_C, int_rate_bin_Medium (12-16%)",sub_grade_C2,0.058,0.233,4.026
741,int_rate_bin_Low (8-12%),"installment_bin_Medium, term_ 36 months, grade_B",0.069,0.233,3.01
746,"term_ 36 months, grade_B","installment_bin_High, int_rate_bin_Low (8-12%)",0.055,0.231,2.752
238,"grade_C, int_rate_bin_Medium (12-16%)",sub_grade_C3,0.057,0.23,4.026
747,"term_ 36 months, int_rate_bin_Low (8-12%)","installment_bin_High, grade_B",0.055,0.23,2.739
951,"last_fico_range_low_bin_High, term_ 36 months","loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.055,0.229,2.641
1027,"last_fico_range_low_bin_High, term_ 36 months","loan_status_Fully Paid, grade_A, int_rate_bin_Very Low (<8%)",0.055,0.229,2.644
1148,"term_ 36 months, fico_range_low_bin_High","last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.051,0.229,3.327
228,"grade_C, int_rate_bin_Medium (12-16%)",sub_grade_C1,0.057,0.229,3.545
852,grade_C,"term_ 36 months, home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.066,0.228,2.851
716,grade_B,"term_ 36 months, int_rate_bin_Low (8-12%), fico_range_low_bin_Medium",0.067,0.228,3.051
717,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, fico_range_low_bin_Medium",0.067,0.228,2.946
781,grade_B,"loan_status_Fully Paid, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.067,0.228,3.024
780,int_rate_bin_Low (8-12%),"loan_status_Fully Paid, home_ownership_MORTGAGE, grade_B",0.067,0.227,2.969
684,grade_B,"last_fico_range_low_bin_Low, term_ 36 months, int_rate_bin_Low (8-12%)",0.066,0.226,3.11
685,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_Low, term_ 36 months, grade_B",0.066,0.226,2.986
16,grade_C,sub_grade_C1,0.065,0.224,3.478
853,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, home_ownership_MORTGAGE",0.066,0.224,2.967
506,fico_range_low_bin_High,"term_ 36 months, home_ownership_MORTGAGE, grade_A",0.07,0.22,2.199
828,grade_C,"term_ 36 months, int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)",0.062,0.217,2.84
356,fico_range_low_bin_High,"home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.069,0.217,2.272
601,fico_range_low_bin_High,"home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.069,0.217,2.274
1192,"term_ 36 months, grade_B","loan_status_Fully Paid, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.051,0.216,3.298
1193,"term_ 36 months, int_rate_bin_Low (8-12%)","loan_status_Fully Paid, dti_bin_Low (10-20), grade_B",0.051,0.214,3.181
829,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, dti_bin_Low (10-20)",0.062,0.213,2.975
138,"grade_B, int_rate_bin_Low (8-12%)",sub_grade_B2,0.056,0.213,3.796
1147,"last_fico_range_low_bin_High, term_ 36 months","fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.051,0.212,2.793
286,grade_C,"last_fico_range_low_bin_High, int_rate_bin_Medium (12-16%)",0.061,0.212,2.87
948,grade_C,"last_fico_range_low_bin_Low, fico_range_low_bin_Low, int_rate_bin_Medium (12-16%)",0.061,0.211,3.003
12,grade_B,sub_grade_B5,0.062,0.211,3.407
461,"last_fico_range_low_bin_High, term_ 36 months","dti_bin_Low (10-20), grade_A",0.051,0.211,2.413
10,grade_B,sub_grade_B4,0.062,0.211,3.407
130,"grade_B, int_rate_bin_Low (8-12%)",sub_grade_B1,0.055,0.21,3.797
473,"last_fico_range_low_bin_High, term_ 36 months","loan_status_Current, grade_A",0.05,0.209,2.417
644,grade_B,"term_ 36 months, dti_bin_Medium (20-30), int_rate_bin_Low (8-12%)",0.061,0.209,3.043
645,int_rate_bin_Low (8-12%),"term_ 36 months, grade_B, dti_bin_Medium (20-30)",0.061,0.209,3.037
116,fico_range_low_bin_High,"loan_status_Fully Paid, grade_A",0.066,0.208,2.128
287,int_rate_bin_Medium (12-16%),"last_fico_range_low_bin_High, grade_C",0.061,0.208,2.984
949,int_rate_bin_Medium (12-16%),"last_fico_range_low_bin_Low, grade_C, fico_range_low_bin_Low",0.061,0.208,2.952
143,"grade_B, int_rate_bin_Low (8-12%)",sub_grade_B3,0.054,0.205,3.525
924,grade_C,"fico_range_low_bin_Low, loan_status_Fully Paid, int_rate_bin_Medium (12-16%)",0.058,0.202,2.859
148,"grade_B, int_rate_bin_Low (8-12%)",sub_grade_B4,0.053,0.202,3.27
724,grade_B,"term_ 36 months, fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.059,0.202,2.823
18,grade_C,sub_grade_C2,0.058,0.202,3.478
235,grade_C,"int_rate_bin_Medium (12-16%), sub_grade_C2",0.058,0.201,3.478
725,int_rate_bin_Low (8-12%),"term_ 36 months, fico_range_low_bin_High, grade_B",0.059,0.201,3.165
974,fico_range_low_bin_High,"term_ 36 months, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.064,0.201,2.248
1099,fico_range_low_bin_High,"term_ 36 months, home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.064,0.201,2.249
494,fico_range_low_bin_High,"term_ 36 months, loan_status_Fully Paid, grade_A",0.064,0.201,2.112
925,int_rate_bin_Medium (12-16%),"grade_C, fico_range_low_bin_Low, loan_status_Fully Paid",0.058,0.199,3.043
20,grade_C,sub_grade_C3,0.057,0.199,3.478
241,grade_C,"int_rate_bin_Medium (12-16%), sub_grade_C3",0.057,0.198,3.478
757,grade_B,"loan_status_Fully Paid, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.058,0.198,3.033
8,grade_B,sub_grade_B3,0.058,0.198,3.407
756,int_rate_bin_Low (8-12%),"loan_status_Fully Paid, dti_bin_Low (10-20), grade_B",0.058,0.198,2.943
40,int_rate_bin_Medium (12-16%),sub_grade_C2,0.058,0.198,3.411
236,int_rate_bin_Medium (12-16%),"grade_C, sub_grade_C2",0.058,0.198,3.411
916,grade_C,"loan_status_Fully Paid, int_rate_bin_Medium (12-16%), home_ownership_MORTGAGE",0.057,0.198,2.794
230,grade_C,"int_rate_bin_Medium (12-16%), sub_grade_C1",0.057,0.197,3.478
336,last_fico_range_low_bin_Low,"term_ 36 months, loan_status_Charged Off",0.069,0.197,2.733
22,grade_C,sub_grade_C4,0.056,0.196,3.478
42,int_rate_bin_Medium (12-16%),sub_grade_C3,0.057,0.195,3.411
242,int_rate_bin_Medium (12-16%),"grade_C, sub_grade_C3",0.057,0.195,3.411
917,int_rate_bin_Medium (12-16%),"loan_status_Fully Paid, grade_C, home_ownership_MORTGAGE",0.057,0.194,3.037
764,grade_B,"home_ownership_MORTGAGE, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.057,0.194,3.033
231,int_rate_bin_Medium (12-16%),"grade_C, sub_grade_C1",0.057,0.194,3.003
39,int_rate_bin_Medium (12-16%),sub_grade_C1,0.057,0.194,3.003
765,int_rate_bin_Low (8-12%),"grade_B, home_ownership_MORTGAGE, dti_bin_Low (10-20)",0.057,0.194,3.051
1210,grade_B,"term_ 36 months, loan_status_Fully Paid, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.056,0.192,3.007
1211,int_rate_bin_Low (8-12%),"term_ 36 months, loan_status_Fully Paid, home_ownership_MORTGAGE, grade_B",0.056,0.192,2.966
112,fico_range_low_bin_High,"loan_status_Current, grade_A",0.061,0.192,2.215
7,grade_B,sub_grade_B2,0.056,0.191,3.407
140,grade_B,"sub_grade_B2, int_rate_bin_Low (8-12%)",0.056,0.191,3.407
33,int_rate_bin_Low (8-12%),sub_grade_B2,0.056,0.19,3.4
